sub,number,name,url,description,catalog
HIS,365,The Mondern Jewish Experience in Film,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-365,"An exploration of modern Jewish identities, societies, and movements in Europe, the United States, and Israel through the analysis of movies and readings.",2017
HIS,367,The History of Jewish Art,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-367,"This course examines both Jewish visual culture and socio-cultural issues of daily Jewish life from antiquity through the present in Europe, the Middle East, and the Unites States, as reflected in ceremonial art, architecture, and illuminated manuscripts.",2017
HIS,368,Jewish History,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-368,"This course will serve as an introduction to the history of the Jewish people from the First Revolt against Rome in 66 A.D. until the reestablishment of the State of Israel. Students will also study the theological, literary and legal texts of the Diaspora (the Jews in Exile, 132 to 1948). Prerequisite: Instructor permission required",2017
HIS,369,Jews in the Age of the Renaissance,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-369,"What does the term Renaissance mean to the Jews of the time and to historians of Jewish history? This seminar will examine the main dynamics that characterized Italian Jewish life during the Renaissance, including society and family, religion, philosophy, literature, and material culture within the wider context of Europe and the Mediterranean.",2017
HIS,370,Jewish History From the Diaspora to 1948,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-370,"This course examines the major trends in Jewish civilization from the beginning of the diaspora to the end of WWII and the creation of the State of Israel. We will devote our attention especially to the ways in which Jewish culture and identity (collective and individual) were constructed in various communities through the centuries, as well as to the relationship between Jewish and non-Jewish cultures and communities.",2017
HIS,372,Jewish-Christian Relations Through the Ages,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-372,"The course focuses on the history of Jewish-Christian relations from the first century of the Common Era to the start of the twenty-first century. It focuses both on the history of interactions between Jews and Christians - persecutions, collaborations, conversions, etc. - and on the history of theological stances, popular attitudes, and the contemporary potential for dialogue.",2017
HIS,374,Women and Gender in Jewish Societies Ages,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-374,"The course investigates the ways in which Jewish women were able to achieve their own cultural, spiritual, and social spaces. Emphasis will be on the category of gender in Judaism and the life of women both in private and public spheres, exploring fundamental themes such as religious observance, education and literary culture, spiritual concerns, role in the family, and autonomy through the ages.",2017
HIS,375,From Moses to Jon Stewart: Classic-Heretical Jewish Voices,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-375,"With an emphasis on textual analysis, this course explores literary works and other forms of Jewish expression that have been considered ""fundamental,"" ""classic,"" ""traditional,"" ""unorthodox,"" and even ""heretical"" from the Hebrew Bible to recent expressions of Judaism in songs, movies, and satirical news programs.",2017
HIS,376,History of Zionism and Modern Israel,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-376,"This course explores the history of the Zionism movement and the history of Israel from 1948 to the present. We will examine the yishuv (Jewish communities in the Pre-State of Israel), the establishment of Israel in 1948, the wars between Israel and its neighbors, Jerusalem, the birth of new cities and kibbutzim (collective communities), and Israeli daily life, culture, and art.",2017
HIS,378,Liberation Theology,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-378,An examination of the Liberation Theology Movement from the 1960s to the present in Latin America. The course will examine the historical context of the movement and consider its impact on the Americas.,2017
HIS,380,Colonial Latin America,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-380,"A study of Latin America from the conquistadors to independence movements. The course will examine social and ethnic groups, cultural practices, and institutions of colonial Latin America.",2017
HIS,381,Military and Society in Latin America,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-381,"An examination of the military since the colonial period with emphasis on the twentieth-century. The course will investigate international and domestic concerns including the impact of the Cold War and the confrontation of military governments confrontations with various sectors of society, including peasants, labor, and women.",2017
HIS,382,Revolutionary Mexico,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-382,"A study of Mexico from the war of independence to the present. Special attention is given to political and social struggles over land, resources, and identity, Mexico's relationship with the United States, the revolutionary period, and the institutionalization of the Revolution. (Research Intensive)",2017
HIS,384,Modern Japan,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-384,"This course studies modern Japan since the Tokugawa period. It will focus primarily on social, political, economic, and diplomatic events. Special attention will be given to Japan's cultural foundation, the Meiji reform, economic development, the rise of militarism and nationalism, World War II, the American Occupation, and postwar growth. (Research Intensive)",2017
HIS,385,Conquest and Encounters,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-385,"This course will explore the histories of the Aztecs, Incas, Mayas, and other indigenous groups from pre-conquest to the present with focus on encounters and indigenous adaptations, persistence, and resistance to colonial and national rule. (Research Intensive).",2017
HIS,386,Religions in Latin American,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-386,"An examination of religions in Latin American from the Colonial period to the present with special attention to the history of the Catholic Church, African and indigenous syncretic religions, folk Catholicism, and the growth and rising popularity of various Protestant sects. (Research Intensive)",2017
HIS,387,Cuba,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-387,"A study of Cuba from the colonial period to the present. Topics will include Cuba's nineteenth century slave and sugar economy, Cuban nationalism, confrontations with the United States, and the 1959 Revolution and its aftermath. (Research Intensive).",2017
HIS,388,"Gender, Race, and Sexuality in Latin America",http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-388,"A historical survey of gender and sexuality from conquest to the present. Topics will include marriage and family, religion and sexuality, gender and nation building, and expressions of gender identities in the context of race and class.",2017
HIS,389,Latin American-U.S. Relations,http://collegeofidaho.smartcatalogiq.com/en/2017-2018/Undergraduate-Catalog/Courses/HIS-History/300/HIS-389,"An examination of the political and economic relationship between Latin America and the United States from the 1820s to the present. Particular attention will be paid to representations of Latin America in the U.S., popular and political ideologies that shaped U.S. policies, as well as Latin American nationalistic and revolutionary responses.(Research Intensive)",2017
